index,text,actual,predicted,actual_int,predicted_int
2293,"b'Find all polynomials P in mathbb{R}[x] such that for all r in mathbb{Q},there exist d in mathbb{Q} such that P(d)=r'",Algebra,Algebra,0,0
846,"b'A function f: mathbb{R} to mathbb{R} has the following property: text{For every } x,y in mathbb{R} text{ such that }(f(x)+y)(f(y)+x) > 0, text{ we have } f(x)+y = f(y)+x.Prove that f(x)+y leq f(y)+x whenever x>y.'",Algebra,Algebra,0,0
776,"b'Let x_0 = 5 and x_{n+1} = x_n + frac{1}{x_n} (n = 0, 1, 2, ldots ). Prove that 45 < x_{1000} < 45. 1.'",Algebra,Algebra,0,0
2341,"b'Let x,y and z be positive real numbers such that xy+yz+xz=3xyz. Prove that x^2y+y^2z+z^2x ge 2(x+y+z)-3 and determine when equality holds. UK - David Monk'",Algebra,Algebra,0,0
2339,"b'Suppose that s_1,s_2,s_3, ldots is a strictly increasing sequence of positive integers such that the sub-sequences s_{s_1}, , s_{s_2}, , s_{s_3}, , ldots qquad text{and} qquad s_{s_1+1}, , s_{s_2+1}, , s_{s_3+1}, , ldots are both arithmetic progressions. Prove that the sequence s_1, s_2, s_3, ldots is itself an arithmetic progression. Proposed by Gabriel Carroll, USA'",Algebra,Algebra,0,0
782,"b'Find all functions f: mathbb{R} to mathbb{R} such that f(xf(y)-y^2)=(y+1)f(x-y)holds for all x,y in mathbb{R}.'",Algebra,Algebra,0,0
786,"b'We consider two sequences of real numbers x_{1} geq x_{2} geq ldots geq x_{n} and y_{1} geq y_{2} geq ldots geq y_{n}. Let z_{1}, z_{2}, . ldots, z_{n} be a permutation of the numbers y_{1}, y_{2}, ldots, y_{n}. Prove that sum limits_{i=1}^{n} ( x_{i} - y_{i} )^{2} leq sum limits_{i=1}^{n} ( x_{i} - z_{i})^{2}.'",Algebra,Algebra,0,0
788,b'Determine all four digit numbers bar{a} bar{b} bar{c} bar{d} such that a(a+b+c+d)(a^{2}+b^{2}+c^{2}+d^{2})(a^{6}+2b^{6}+3c^{6}+4d^{6})= bar{a} bar{b} bar{c} bar{d}',Algebra,Algebra,0,0
789,"b""Find sum_{k in A} frac{1}{k-1} where A= { m^n : m,n in mathbb{Z} m,n geq 2 } . Problem was post earlier here , but solution not gives and olympiad doesn't indicate, so I post it again :blush: Official solution here""",Algebra,Algebra,0,0
793,"b'Let mathbb{R} be the set of real numbers. Determine all functions f: mathbb{R} rightarrow mathbb{R} such that, for any real numbers x and y, f(f(x)f(y)) + f(x+y) = f(xy). Proposed by Dorlir Ahmeti, Albania'",Algebra,Algebra,0,0
797,"b'If a,b,c are the sides of a triangle, prove that frac{ sqrt{b+c-a}}{ sqrt{b}+ sqrt{c}- sqrt{a}}+ frac{ sqrt{c+a-b}}{ sqrt{c}+ sqrt{a}- sqrt{b}}+ frac{ sqrt{a+b-c}}{ sqrt{a}+ sqrt{b}- sqrt{c}} leq 3 Proposed by Hojoo Lee, Korea'",Algebra,Algebra,0,0
803,"b'Real numbers a,b,c,d are given. Solve the system of equations (unknowns x,y,z,u) x^{2}-yz-zu-yu=a y^{2}-zu-ux-xz=b z^{2}-ux-xy-yu=c u^{2}-xy-yz-zx=d$'",Algebra,Algebra,0,0
804,"b'Let f : mathbb R to mathbb R be a real-valued function defined on the set of real numbers that satisfies f(x + y) leq yf(x) + f(f(x)) for all real numbers x and y. Prove that f(x) = 0 for all x leq 0. Proposed by Igor Voronovich, Belarus'",Algebra,Algebra,0,0
2327,"b'Let m and n be integers greater than 2, and let A and B be non-constant polynomials with complex coefficients, at least one of which has a degree greater than 1. Prove that if the degree of the polynomial A^m-B^n is less than min(m,n), then A^m=B^n. Proposed by Tobi Moektijono, Indonesia'",Algebra,Algebra,0,0
2326,"b'The variables a,b,c,d, traverse, independently from each other, the set of positive real values. What are the values which the expression S= frac{a}{a+b+d} + frac{b}{a+b+c} + frac{c}{b+c+d} + frac{d}{a+c+d} takes?'",Algebra,Algebra,0,0
2325,b'Find all positive integers n for which 3x^n + n(x + 2) - 3 geq nx^2holds for all real numbers x.',Algebra,Algebra,0,0
2324,b'Find all functions f:R->R satisfying that for every x (real number): f(x)(1+|f(x)|) geq x geq f(x(1+|x|))',Algebra,Algebra,0,0
812,"b'Let mathbb{R}^+ denote the set of positive real numbers. Find all functions f: mathbb{R}^+ to mathbb{R}^+ such that for each x in mathbb{R}^+, there is exactly one y in mathbb{R}^+ satisfying xf(y)+yf(x) leq 2'",Algebra,Algebra,0,0
813,"b'Let x_1,x_2, dots,x_{2023} be pairwise different positive real numbers such that a_n= sqrt{(x_1+x_2+ dots+x_n) left( frac{1}{x_1}+ frac{1}{x_2}+ dots+ frac{1}{x_n} right)}is an integer for every n=1,2, dots,2023. Prove that a_{2023} geqslant 3034.'",Algebra,Algebra,0,0
2323,"b'A polynomial f(x) with real coefficients is called generating, if for each polynomial varphi(x) with real coefficients there exists a positive integer k and polynomials g_1(x), dotsc,g_k(x) with real coefficients such that varphi(x)=f(g_1(x))+ dotsc+f(g_k(x)).Find all generating polynomials.'",Algebra,Algebra,0,0
2319,"b'Let x_1, x_2, dots, x_n be different real numbers. Prove that sum_{1 leqslant i leqslant n} prod_{j neq i} frac{1-x_{i} x_{j}}{x_{i}-x_{j}}= left { begin{array}{ll} 0, & text { if } n text { is even; } 1, & text { if } n text { is odd. } end{array} right.'",Algebra,Algebra,0,0
819,"b'Find all functions f : mathbb{Z} to mathbb{ Z} such that n^2+4f(n)=f(f(n))^2 for all n in mathbb{Z}. Proposed by Sahl Khan, UK'",Algebra,Algebra,0,0
822,"b'The real numbers a, b, c, d satisfy simultaneously the equations abc -d = 1, bcd - a = 2, cda- b = 3, dab - c = -6. Prove that a + b + c + d not = 0.'",Algebra,Algebra,0,0
2313,"b'Let M = {(a,b,c) in R^3 :0 <a,b,c< frac12 with a+b+c=1 } and f: M to R given as f(a,b,c)=4 left( frac{1}{a}+ frac{1}{b}+ frac{1}{c} right)- frac{1}{abc}Find the best (real) bounds alpha and beta such that f(M) = {f(a,b,c): (a,b,c) in M } subseteq [ alpha, beta] and determine whether any of them is achievable.'",Algebra,Algebra,0,0
833,"b'The equation (x-1)(x-2) cdots(x-2016)=(x-1)(x-2) cdots (x-2016)is written on the board, with 2016 linear factors on each side. What is the least possible value of k for which it is possible to erase exactly k of these 4032 linear factors so that at least one factor remains on each side and the resulting equation has no real solutions?'",Algebra,Algebra,0,0
837,"b'A polynomial Q (x) = k_n x ^ n + k_ {n-1} x ^ {n-1} + ldots + k_1 x + k_0 with real coefficients is called powerful if the equality | k_0 | = | k_1 | + | k_2 | + ldots + | k_ {n-1} | + | k_n | , and non-increasing , if k_0 geq k_1 geq ldots geq k_ {n-1} geq k_n . Let for the polynomial P (x) = a_d x ^ d + a_ {d-1} x ^ {d-1} + ldots + a_1 x + a_0 with nonzero real coefficients, where a_d> 0 , the polynomial P (x) (x-1) ^ t (x + 1) ^ s is powerful for some non-negative integers s and t ( s + t> 0 ). Prove that at least one of the polynomials P (x) and (- 1) ^ d P (-x) is nonincreasing.'",Algebra,Algebra,0,0
2307,b'Show that left(a+2b+ dfrac{2}{a+1} right) left(b+2a+ dfrac{2}{b+1} right) geq 16 for all positive real numbers a and b such that ab geq 1.',Algebra,Algebra,0,0
2304,"b'Prove that, abc1 and a,b,c>0 frac{1}{a}+ frac{1}{b}+ frac{1}{c} geq 1+ frac{6}{a+b+c}'",Algebra,Algebra,0,0
2300,"b'Let k and n be positive integers and let x_1, x_2, cdots, x_k, y_1, y_2, cdots, y_n be distinct integers. A polynomial P with integer coefficients satisfies P(x_1)=P(x_2)= cdots = P(x_k)=54 P(y_1)=P(y_2)= cdots = P(y_n)=2013. Determine the maximal value of kn.'",Algebra,Algebra,0,0
854,"b'Denote by mathbb{Q}^+ the set of all positive rational numbers. Determine all functions f : mathbb{Q}^+ mapsto mathbb{Q}^+ which satisfy the following equation for all x, y in mathbb{Q}^+: f left( f(x)^2y right) = x^3 f(xy). Proposed by Thomas Huber, Switzerland'",Algebra,Algebra,0,0
2344,"b'Let mathbb{R} be the set of real numbers. Does there exist a function f: mathbb{R} mapsto mathbb{R} which simultaneously satisfies the following three conditions? (a) There is a positive number M such that forall x: - M leq f(x) leq M. (b) The value of f(1) is 1. (c) If x neq 0, then f left(x + frac {1}{x^2} right) = f(x) + left[ f left( frac {1}{x} right) right]^2'",Algebra,Algebra,0,0
937,"b'Let mathbb{R} denote the set of the reals. Find all f : mathbb{R} to mathbb{R} such that f(x)f(y) = xf(f(y-x)) + xf(2x) + f(x^2) for all real x, y.'",Algebra,Algebra,0,0
2245,"b'Determine all real numbers a for which there exists positive reals x_{1}, ldots, x_{5} which satisfy the relations sum_{k=1}^{5} kx_{k}=a, sum_{k=1}^{5} k^{3}x_{k}=a^{2}, sum_{k=1}^{5} k^{5}x_{k}=a^{3}.'",Algebra,Algebra,0,0
1022,"b'Let mathbb{N} = {1,2,3, ldots }. Determine if there exists a strictly increasing function f: mathbb{N} mapsto mathbb{N} with the following properties: (i) f(1) = 2; (ii) f(f(n)) = f(n) + n, (n in mathbb{N}).'",Algebra,Algebra,0,0
1025,"b'Let mathbb Q_{>0} be the set of all positive rational numbers. Let f: mathbb Q_{>0} to mathbb R be a function satisfying the following three conditions: (i) for all x,y in mathbb Q_{>0}, we have f(x)f(y) geq f(xy); (ii) for all x,y in mathbb Q_{>0}, we have f(x+y) geq f(x)+f(y); (iii) there exists a rational number a>1 such that f(a)=a. Prove that f(x)=x for all x in mathbb Q_{>0}. Proposed by Bulgaria'",Algebra,Algebra,0,0
1026,"b'Let mathbb{Z} denote the set of all integers. Find all polynomials P(x) with integer coefficients that satisfy the following property: For any infinite sequence a_1, a_2, dotsc of integers in which each integer in mathbb{Z} appears exactly once, there exist indices i < j and an integer k such that a_i +a_{i+1} + dotsb +a_j = P(k).'",Algebra,Algebra,0,0
1027,"b'Suppose two functions f(x) and g(x) are defined for all x with 2<x<4 and satisfy: 2<f(x)<4,2<g(x)<4,f(g(x))=g(f(x))=x,f(x) cdot g(x)=x^2 for all 2<x<4. Prove that f(3)=g(3).'",Algebra,Algebra,0,0
2176,"b'boxed{A4}Let m_1,m_2,m_3,n_1,n_2 and n_3 be positive real numbers such that (m_1-n_1)(m_2-n_2)(m_3-n_3)=m_1m_2m_3-n_1n_2n_3Prove that (m_1+n_1)(m_2+n_2)(m_3+n_3) geq8m_1m_2m_3'",Algebra,Algebra,0,0
2174,"b'Show that if a, b, c are the lengths of the sides of a triangle and if 2S = a + b + c, then frac{a^n}{b+c} + frac{b^n}{c+a} + frac{c^n}{a+b} geq left( dfrac 23 right)^{n-2}S^{n-1} quad forall n in mathbb N Proposed by Greece.'",Algebra,Algebra,0,0
1035,"b'Suppose that n geq 2 and x_1, x_2, ldots, x_n are real numbers between 0 and 1 (inclusive). Prove that for some index i between 1 and n - 1 the inequality x_i (1 - x_{i+1}) geq frac{1}{4} x_1 (1 - x_{n})'",Algebra,Algebra,0,0
1037,"b'Find all solutions x_1, x_2, x_3, x_4, x_5 of the system x_5+x_2=yx_1 x_1+x_3=yx_2 x_2+x_4=yx_3 x_3+x_5=yx_4 x_4+x_1=yx_5 where y is a parameter.'",Algebra,Algebra,0,0
2171,"b""Let P be a polynomial of degree 6 and let a,b be real numbers such that 0<a<b. Suppose that P(a)=P(-a),P(b)=P(-b),P'(0)=0. Prove that P(x)=P(-x) for all real x.""",Algebra,Algebra,0,0
2169,"b'Find all functions f: (0, infty) mapsto (0, infty) (so f is a function from the positive real numbers) such that frac { left( f(w) right)^2 + left( f(x) right)^2}{f(y^2) + f(z^2) } = frac {w^2 + x^2}{y^2 + z^2} for all positive real numbers w,x,y,z, satisfying wx = yz. Author: Hojoo Lee, South Korea'",Algebra,Algebra,0,0
1045,"b'Let n be an integer. Prove that the polynomial f(x) has at most one zero, where f(x) = x^4 - 1994 x^3 + (1993+n)x^2 - 11x + n . Greece'",Algebra,Algebra,0,0
1047,"b'The set of polynomials f_1, f_2, ldots, f_n with real coefficients is called special , if for any different i,j,k in { 1,2, ldots, n } polynomial dfrac{2}{3}f_i + f_j + f_k has no real roots, but for any different p,q,r,s in { 1,2, ldots, n } of a polynomial f_p + f_q + f_r + f_s there is a real root. a) Give an example of a special set of four polynomials whose sum is not a zero polynomial. b) Is there a special set of five polynomials?'",Algebra,Algebra,0,0
1049,"b'Suppose that the real numbers a_i in [-2,17], i=1,2, ldots,59, satisfy a_1+a_2+ ldots+a_{59}=0. Prove that a_1^2+a_2^2+ ldots+a_{59}^2 le 2006'",Algebra,Algebra,0,0
1054,"b'Let c>0 be a given positive real and mathbb{R}_{>0} be the set of all positive reals. Find all functions f colon mathbb{R}_{>0} to mathbb{R}_{>0} such that f((c+1)x+f(y))=f(x+2y)+2cx quad textrm{for all } x,y in mathbb{R}_{>0}.'",Algebra,Algebra,0,0
1055,"b'Find all functions f: (0, infty) mapsto (0, infty) (so f is a function from the positive real numbers) such that frac { left( f(w) right)^2 + left( f(x) right)^2}{f(y^2) + f(z^2) } = frac {w^2 + x^2}{y^2 + z^2} for all positive real numbers w,x,y,z, satisfying wx = yz. Author: Hojoo Lee, South Korea'",Algebra,Algebra,0,0
2165,"b'Find all positive integers k for which the following assertion holds: If F(x) is polynomial with integer coefficients ehich satisfies 0 leq F(c) leq k for all c in {0,1, cdots,k+1 }, then F(0)= F(1) = cdots =F(k+1).'",Algebra,Algebra,0,0
2164,b'Consider all polynomials P(x) with real coefficients that have the following property: for any two real numbers x and y one has |y^2-P(x)| le 2|x| quad text{if and only if} quad |x^2-P(y)| le 2|y|. Determine all possible values of P(0). Proposed by Belgium',Algebra,Algebra,0,0
1059,"b'Find all real numbers a,b,c,d such that left { begin{array}{cc}a + b + c + d = 20, ab + ac + ad + bc + bd + cd = 150. end{array} right.'",Algebra,Algebra,0,0
2163,b'Let m and n be positive integers such that n leq m. Prove that 2^n n! leq frac{(m+n)!}{(m-n)!} leq (m^2 + m)^n',Algebra,Algebra,0,0
2162,"b'Find all functions f from the reals to the reals such that left(f(x)+f(z) right) left(f(y)+f(t) right)=f(xy-zt)+f(xt+yz) for all real x,y,z,t.'",Algebra,Algebra,0,0
1062,"b'Determine all functions f : mathbb R to mathbb R satisfying the following two conditions: (a) f(x + y) + f(x - y) = 2f(x)f(y) for all x, y in mathbb R, and (b) lim_{x to infty} f(x) = 0.'",Algebra,Algebra,0,0
1064,"b'Let f be a function from the set of real numbers mathbb{R} into itself such for all x in mathbb{R}, we have |f(x)| leq 1 and f left( x + frac{13}{42} right) + f(x) = f left( x + frac{1}{6} right) + f left( x + frac{1}{7} right). Prove that f is a periodic function (that is, there exists a non-zero real number c such f(x+c) = f(x) for all x in mathbb{R}).'",Algebra,Algebra,0,0
1065,"b'Real numbers a_{1}, a_{2}, ldots, a_{n} are given. For each i, (1 leq i leq n ), define d_{i} = max { a_{j} mid 1 leq j leq i } - min { a_{j} mid i leq j leq n } and let d = max {d_{i} mid 1 leq i leq n }. (a) Prove that, for any real numbers x_{1} leq x_{2} leq cdots leq x_{n}, max { |x_{i} - a_{i}| mid 1 leq i leq n } geq frac {d}{2}. quad quad (*) (b) Show that there are real numbers x_{1} leq x_{2} leq cdots leq x_{n} such that the equality holds in (*). Author: Michael Albert, New Zealand'",Algebra,Algebra,0,0
1066,"b'Solve the system of simultaneous equations sqrt x - frac 1y - 2w + 3z = 1,x + frac{1}{y^2} - 4w^2 - 9z^2 = 3,x sqrt x - frac{1}{y^3} - 8w^3 + 27z^3 = -5,x^2 + frac{1}{y^4} - 16w^4 - 81z^4 = 15.$'",Algebra,Algebra,0,0
2161,"b'Let n be a positive integer. Consider S = left { (x,y,z) mid x,y,z in { 0, 1, ldots, n }, x + y + z > 0 right } as a set of (n + 1)^{3} - 1 points in the three-dimensional space. Determine the smallest possible number of planes, the union of which contains S but does not include (0,0,0). Author: Gerhard Woginger, Netherlands'",Algebra,Algebra,0,0
1072,"b'Let a,b,c be positive real numbers such that abc = 1. Prove that: displaystyle prod(a^5+a^4+a^3+a^2+a+1) geq 8(a^2+a+1)(b^2+b+1)(c^2+c+1)'",Algebra,Algebra,0,0
2158,"b'Prove the inequalities frac{u}{v} le frac{ sin u}{ sin v} le frac{ pi}{2} times frac{u}{v}, text{ for }0 le u < v le frac{ pi}{2}'",Algebra,Algebra,0,0
1019,"b'Let n be a fixed integer with n ge 2. We say that two polynomials P and Q with real coefficients are block-similar if for each i in {1, 2, ldots, n } the sequences begin{eqnarray*} P(2015i), P(2015i - 1), ldots, P(2015i - 2014) & text{and} Q(2015i), Q(2015i - 1), ldots, Q(2015i - 2014) end{eqnarray*} are permutations of each other. (a) Prove that there exist distinct block-similar polynomials of degree n + 1. (b) Prove that there do not exist distinct block-similar polynomials of degree n. Proposed by David Arthur, Canada'",Algebra,Algebra,0,0
2246,"b'Positive numbers a, b, c satisfy dfrac{1}{a}+ dfrac{1}{b}+ dfrac{1}{c}=3. Prove the inequality dfrac{1}{ sqrt{a^3+1}}+ dfrac{1}{ sqrt{b^3+1}}+ dfrac{1}{ sqrt{c^3+1}} le dfrac{3}{ sqrt{2}}. (N. Alexandrov)'",Algebra,Algebra,0,0
2180,"b'Find all functions f: mathbb{R^+} to mathbb{R^+} such that for all positive real x, y holds xf(x)+yf(y)=(x+y)f left( frac{x^2+y^2}{x+y} right). Fedir Yudin'",Algebra,Algebra,0,0
1012,"b'Suppose that k is a positive integer. A bijective map f : Z to Z is said to be k-jumpy if |f(z) - z| le k for all integers z. Is it that case that for every k, each k-jumpy map is a composition of 1-jumpy maps? It is well known that this is the case when the support of the map is finite.'",Algebra,Algebra,0,0
2244,"b'For positive numbers a, b, c define A = frac{(a + b + c)}{3}, G = sqrt[3]{abc}, H = frac{3}{(a^{-1} + b^{-1} + c^{-1})}. Prove that left( frac AG right)^3 geq frac 14 + frac 34 cdot frac AH.'",Algebra,Algebra,0,0
942,"b'Let f : mathbb R to mathbb R be a real-valued function defined on the set of real numbers that satisfies f(x + y) leq yf(x) + f(f(x)) for all real numbers x and y. Prove that f(x) = 0 for all x leq 0. Proposed by Igor Voronovich, Belarus'",Algebra,Algebra,0,0
943,"b'For every positive a_1, a_2, dots, a_6, prove the inequality sqrt[4]{ frac{a_1}{a_2 + a_3 + a_4}} + sqrt[4]{ frac{a_2}{a_3 + a_4 + a_5}} + dots + sqrt[4]{ frac{a_6}{a_1 + a_2 + a_3}} ge 2'",Algebra,Algebra,0,0
948,"b'(CZS 4) Let K_1, cdots , K_n be nonnegative integers. Prove that K_1!K_2! cdots K_n! ge left[ frac{K}{n} right]!^n, where K = K_1 + cdots + K_n'",Algebra,Algebra,0,0
949,"b'Let a, b, alpha, beta be real numbers such that 0 leq a, b leq 1, and 0 leq alpha, beta leq frac{ pi}{2}. Show that if ab cos( alpha - beta) leq sqrt{(1-a^2)(1-b^2)}, then a cos alpha + b sin beta leq 1 + ab sin( beta - alpha).'",Algebra,Algebra,0,0
2235,"b'Prove that if for a polynomial P(x, y), we have P(x - 1, y - 2x + 1) = P(x, y), then there exists a polynomial Phi(x) with P(x, y) = Phi(y - x^2).'",Algebra,Algebra,0,0
952,"b'Let a, b, c be positive real numbers. Prove that biggl(1+ frac{a}{b} biggr) biggl(1+ frac{b}{c} biggr) biggl(1+ frac{c}{a} biggr) ge 2 biggl(1+ frac{a+b+c}{ sqrt[3]{abc}} biggr).'",Algebra,Algebra,0,0
956,b'Determine all functions f: mathbb N to mathbb N such that for every positive integer n we have: 2n+2001 leq f(f(n))+f(n) leq 2n+2002.',Algebra,Algebra,0,0
2229,"b'Let a,b,c,d be real numbers with 0 leqslant a,b,c,d leqslant 1. Prove that ab(a-b)+bc(b-c)+cd(c-d)+da(d-a) leqslant frac{8}{27}. Find all quadruples (a,b,c,d) of real numbers with 0 leqslant a,b,c,d leqslant 1 for which equality holds in the above inequality.'",Algebra,Algebra,0,0
958,"b'find all functions f: mathbb{Z} to mathbb{Z} such that f(m+n)+f(m)f(n)=n^2(f(m)+1)+m^2(f(n)+1)+mn(2-mn) holds for all m,n in mathbb{Z}'",Algebra,Algebra,0,0
962,b'How many real solutions are there to the equation x = 1964 sin x - 189 ?',Algebra,Algebra,0,0
966,b'The integers from 1 to 1000000 are divided into two groups consisting of numbers with odd or even sums of digits respectively. Which group contains more numbers?',Algebra,Algebra,0,0
